               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 471,            0.011314,           0.0058753,           0.0042444,             0.94112,             0.99786,             0.97472,             0.93845,           0.0051743,           0.0022286,           0.0019309,            0.000694,            0.000694,            0.000694
                 472,            0.012425,           0.0064547,           0.0051697,             0.94112,             0.99786,             0.97472,             0.93845,           0.0051743,           0.0022286,           0.0019309,           0.0006742,           0.0006742,           0.0006742
                 473,            0.011241,           0.0064698,           0.0060221,             0.94128,             0.99787,             0.97274,             0.93878,           0.0051629,           0.0022269,           0.0019218,           0.0006544,           0.0006544,           0.0006544
                 474,            0.012155,           0.0060251,           0.0023882,             0.94151,              0.9979,             0.97274,              0.9325,           0.0049686,           0.0022059,           0.0019123,           0.0006346,           0.0006346,           0.0006346
                 475,            0.010894,           0.0053232,           0.0058731,             0.94257,             0.99785,             0.97274,             0.92653,           0.0048699,            0.002197,           0.0018932,           0.0006148,           0.0006148,           0.0006148
                 476,            0.011793,           0.0059369,           0.0032464,             0.94257,             0.99785,             0.97274,             0.92653,           0.0048699,            0.002197,           0.0018932,            0.000595,            0.000595,            0.000595
                 477,            0.013621,           0.0057105,           0.0048163,             0.94341,             0.99787,             0.97274,             0.92048,           0.0048509,           0.0021939,           0.0018774,           0.0005752,           0.0005752,           0.0005752
                 478,            0.009432,           0.0043602,           0.0064669,             0.94341,             0.99787,             0.97274,             0.94433,           0.0045863,           0.0021685,           0.0018715,           0.0005554,           0.0005554,           0.0005554
                 479,            0.011536,           0.0076246,           0.0038499,             0.94402,             0.99785,             0.97413,             0.93017,           0.0052844,           0.0022379,           0.0018634,           0.0005356,           0.0005356,           0.0005356
                 480,            0.010772,           0.0057672,           0.0025193,             0.94402,             0.99785,             0.97413,             0.93017,           0.0052844,           0.0022379,           0.0018634,           0.0005158,           0.0005158,           0.0005158
                 481,            0.010518,           0.0063022,           0.0038826,             0.94448,             0.99781,             0.97413,             0.92796,           0.0053855,           0.0022441,           0.0018525,            0.000496,            0.000496,            0.000496
                 482,            0.011179,           0.0056583,           0.0059038,             0.94487,             0.99783,             0.97413,             0.93821,           0.0048605,           0.0021857,           0.0018466,           0.0004762,           0.0004762,           0.0004762
                 483,            0.011955,           0.0050535,           0.0061813,             0.94542,             0.99783,             0.97413,             0.94214,           0.0045841,           0.0021648,            0.001843,           0.0004564,           0.0004564,           0.0004564
                 484,            0.011156,           0.0058771,           0.0040967,             0.94542,             0.99783,             0.97413,             0.94214,           0.0045841,           0.0021648,            0.001843,           0.0004366,           0.0004366,           0.0004366
                 485,            0.010849,           0.0068639,           0.0029834,             0.94586,              0.9978,             0.97413,             0.94241,           0.0046756,           0.0021724,           0.0018432,           0.0004168,           0.0004168,           0.0004168
                 486,            0.010743,           0.0054623,           0.0060239,             0.94596,             0.99779,             0.97413,             0.93849,           0.0046722,           0.0021743,           0.0018385,            0.000397,            0.000397,            0.000397
                 487,            0.011276,           0.0067241,           0.0036647,             0.94598,              0.9978,             0.97135,             0.93331,           0.0047725,           0.0021898,           0.0018379,           0.0003772,           0.0003772,           0.0003772
                 488,            0.010562,           0.0050937,           0.0051065,             0.94598,              0.9978,             0.97135,             0.93331,           0.0047725,           0.0021898,           0.0018379,           0.0003574,           0.0003574,           0.0003574
                 489,            0.010901,           0.0053649,           0.0078054,             0.94624,             0.99782,             0.97413,             0.93602,           0.0049245,           0.0022091,            0.001832,           0.0003376,           0.0003376,           0.0003376
                 490,            0.011359,           0.0056112,           0.0038007,             0.94696,              0.9978,             0.97274,             0.93694,             0.00474,           0.0021951,           0.0018223,           0.0003178,           0.0003178,           0.0003178
                 491,            0.011833,           0.0058396,           0.0080807,             0.94703,             0.99786,             0.97274,             0.93727,           0.0046728,           0.0021916,           0.0018176,            0.000298,            0.000298,            0.000298
                 492,            0.011148,           0.0053652,           0.0026718,             0.94703,             0.99786,             0.97274,             0.93727,           0.0046728,           0.0021916,           0.0018176,           0.0002782,           0.0002782,           0.0002782
                 493,            0.013433,           0.0056726,           0.0084541,             0.94713,             0.99784,             0.97274,               0.939,           0.0047463,           0.0021995,           0.0018172,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0097356,           0.0050154,           0.0046188,             0.94695,              0.9978,             0.97135,             0.93745,           0.0047196,           0.0021962,            0.001817,           0.0002386,           0.0002386,           0.0002386
                 495,            0.010035,           0.0050612,            0.003119,             0.94711,             0.99781,             0.97274,             0.93847,           0.0047126,           0.0022001,           0.0018126,           0.0002188,           0.0002188,           0.0002188
                 496,            0.010245,           0.0063271,           0.0026034,             0.94711,             0.99781,             0.97274,             0.93847,           0.0047126,           0.0022001,           0.0018126,            0.000199,            0.000199,            0.000199
                 497,            0.010659,           0.0058321,            0.002916,             0.94723,              0.9978,             0.97274,             0.93576,           0.0047405,           0.0022054,           0.0018126,           0.0001792,           0.0001792,           0.0001792
                 498,             0.01055,            0.005564,           0.0023828,             0.94708,              0.9978,             0.97274,             0.93578,           0.0047416,           0.0022029,           0.0018194,           0.0001594,           0.0001594,           0.0001594
                 499,            0.010581,           0.0057516,           0.0051782,             0.94716,              0.9978,             0.97135,             0.93977,           0.0047096,           0.0022032,            0.001816,           0.0001396,           0.0001396,           0.0001396
